applied,original,title,company,summary,link
,0,Software Developer (Web),Zoeller Pump Company,5 years of experience employed as a full-time software developer creating Web Application using Microsoft Technologies.\_\_....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2dZiIQphTrf2vpQqOwDL9tQiJn9smFGuvtywvMKQldfEa2L4_rwagL2I4yJEii55ff4bj38Y2bkj1qMIjesfIc9Iqy7rVxXuqHQYwaZcB2QkwI-nF4iNqX4axr2bAhEEW82EIjbSSH958KW0iDARxZ2sSNCbwS1GJ2dRMUrgA4hmPmDdghgxIhHacdugQN-32XW4b0Mts5iwI3FexnZ3Mx0chpigC5OSWfT2855Knz3sM50XVFYvWA9wXnV0WVoaqCWfmx3ih1jbKDrttNwDhOk3HCY2RRKaBNGhu4kqzycizcj7x8G5ggLm5dQcC0KJw8pMhRqo89X6ZHAbbgscb40FCF8iKm6if1R2PSM8ELfGJqqWF3v6xpCyaOPX92s745rQCP3anMirw==&vjs=3&p=6&sk=&fvj=1
,1,Software Engineer,Onco360,"Software Engineer Major Responsibilities:. Summary - This Software Engineer is responsible for analysis, design development, implementation, quality and...",https://www.indeed.com/rc/clk?jk=4a4bf34f27701090&from=vj&pos=top&spon=1
,1,Business Data Analyst - Churchill Downs,Levy,"You would conduct several data-driven projects, including performance reporting and economic valuations, and serve as project manager for others, including the...",https://www.indeed.com/rc/clk?jk=91f1048ec8ad1599&from=vj&pos=top
,0,Bilingual Administrative Assistant,GDI Integrated Facility Services,"GDI Services provides a wide range of world class services to a very diverse group of clients -- all of which present unique concerns, goals and expectations....",https://www.indeed.com//company/GDI-Integrated-Facility-Services/jobs/Bilingual-Administrative-Assistant-f14eefe4bb5436e8?fccid=91e3697283877071&vjs=3
,1,Manufacturing Simulation Engineer,Sandalwood Engineering & Ergonomics,"Ability to establish priorities, work both independently and in a team in order to follow objectives and meet deadlines....",https://www.indeed.com/rc/clk?jk=0161683d1f423082&from=vj&pos=top
,1,Cyber Security Policy and Standards Engineer 2,Humana,"The CyberSecurity Policy and Standards Engineer 2 evaluates, tests, recommends, develops, coordinates, monitors and maintains information systems (IT) and cyber...",https://www.indeed.com/rc/clk?jk=6db068c73755ea09&from=vj&pos=top
,1,Principal Dimensional Variation Analysis Engineer,GE Appliances,Principal Dimensional Variation Analysis Engineer. Leverage 3D variation analysis software to predictively optimize product designs early in the development...,https://www.indeed.com/rc/clk?jk=eb3370402cf4d72f&from=vj&pos=top
,1,Front-end Developer - EAGLE6,Rivera Group,Software Developer (Front-end). If you are a software developer who wants to be on the cutting edge of software engineering and has strong creative thinking...,https://www.indeed.com/rc/clk?jk=9c7eb4bf7ba7cd72&from=vj&pos=top
,1,Data and Reporting Lead,Humana,"Advanced Microsoft Excel skills including ability to link pivots to external data sources, creating pivot tables and summarizing data into reports and...",https://www.indeed.com/rc/clk?jk=ef1c1e45d9cbf518&from=vj&pos=top
,1,Database Administrator,The Rawlings Group,"Under the direction of the Manager of Technical Services, the Database Administrator operates in an environment that is Microsoft Windows 2000/2003/2008 servers...",https://www.indeed.com/rc/clk?jk=930479a504654a36&from=vj&pos=top
,1,Lead Software Quality Engineer,f5,"Lead Software Quality Engineer. Collaborate with software development leads to design and implement integration tests for robust, scalable, loosely-coupled...",https://www.indeed.com/rc/clk?jk=99d3329633f05996&from=vj&pos=top
,1,Unified Communications Engineer,Humana,"Experience with Microsoft Skype Infrastructure, WebEx Administration, Polycom and Cisco Audio/Video Room Conferencing Architecture, Large Video Streaming...",https://www.indeed.com/rc/clk?jk=8dd97827f103f8c4&from=vj&pos=top
,0,Software Developer (ERP & Applications),Zoeller Pump Company,Zoeller Company is seeking an experienced Software Developer to support and develop business software at its corporate headquarters and manufacturing site in...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2ckB7iTkVd_YjyV_Mi9LE-nbaoirZKD_H2zMfH6MYGoXK33ExQ_GSLthr2C0MUFTcmGtuzoHEyg0SCd8YpbS6H4uQ6QmSwJ5SI_fo-8Z8RCcu0P6HjzeXODbQAMNU_iBZE-c4OVm-E9SPHU0oqrLXDEA0y8ICatOxh37Kw9uZgy_G-mpMxKkpsyCQ5NKe9wYRsEV_D6VMQlI33F8zB0EHYd3Lc_LRnXANtngU4EC4PbbMqw5rIXhJx4ebTeKAYjHO0O2wFyqAx_GAsGRU3i4L3IEplxUbp0_9bXkrQMIrTERK7Z6WzA7wWj5o-8j-ARoWA0uURSbg09EngilGge92CPjJmbqew0c9hRa0dJCkJ-hJwXVqIpBy5TQ-OSkFs9mG-z1FMy3wCb5kwgBvZUD3ZHcDC3U_aT4Bk=&vjs=3&p=2&sk=&fvj=1
,0,Programmer Analyst,Derby Supply Chain Solutions,The qualified candidate will have strong application development experience using Microsoft Visual Studio .Net in either Visual Basic or C#....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DtgzQGvBbP_9ZAUBBkxRRhIS4Pd3g5fpvhbtnLjWeLaLss_5PhFkIaoRhiVV8Yfn5MiWKFRlsjIoN_Tk9P3-iCbDlWBytkrq14EUIXeb0hL1onBo8gs4WbN3wmqCmZAetISgjFBVdFx56WC4LPOHXzrsTcElMraYdV2cPDQhfL2haCpASJiZJYXUq3t5LetgtdAjp2coxKI1StGI-NzvQ34TUBhhzEoaFMZJb08o-0OBBWQHX0aT0I3OPZWpCcTMQYHq1vc7zo1tFALety3-VsffspJ-ujJz-eZSuUbwgFU8Q-VImiV5NpFke6k_B27OT1ORQWqnt2DGJlaN3bs8IApb-rcqwNxLlOgi1GgyyzxStzpAieAb6q1ay5EOfxHLQU6kyzjhsFJmQRui8o2s7QxpIe0RKSA1WCz9PV5T5zkYKQauGmY78irz90omZD3sZj1qiePO427Q==&vjs=3&p=3&sk=&fvj=1
,0,Senior Software Engingeer,"Venminder, Inc.","Mentor junior software engineers. As a Senior Software Engineer at Venminder, you will join a fast-paced and talented software development team consisting of...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0B-ve_vllRfj4Fz_kiyynsS0jj45KKNRf3I9OvCNKnuSDTyVeHsk_vpaf7bdUAYlQZGjzZA6TrZe1Z3EcTeUHWMvVVjHcaBwgCg5K-cg0tO_BvubJXDuntkIKA-wiVl36slXKSuDCmj83Y_UQPctPNlqB1NkyyN2efegi1NbF4pCvGkPprYTUVMJZE6h9iARFCL08Kidlx4IvGeP9G0ua0cbKaV2QUTB01MUdVFQsFaR3FbOEdA6VcYwUj74Xv46boUprtI-mXGk72vRMomqPoyH0yujNfVqp3oY1f4lSmNcdX25bJFFXm6ErOsnC_qWuBrRnxvg_OwPFOEEb3XLQbqO4yGLwiwSuzTx2YwvHwAHpzTkCOCo09LhFPgVx2b7aBII3aifPIFKJj0g74z57Rk7Z5SWEh9zMmleFVA8pm0JgHlQl0iphKUsrvCMrnNy6yYyAEeppTCku2wvWo26M-Y&vjs=3&p=4&sk=&fvj=1
,0,Software Developer (Web),Zoeller Pump Company,5 years of experience employed as a full-time software developer creating Web Application using Microsoft Technologies.\_\_....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2dZiIQphTrf2vpQqOwDL9tQiJn9smFGuvtywvMKQldfEa2L4_rwagL2I4yJEii55ff4bj38Y2bkj1qMIjesfIc9Eak-0BiNBpyeCSaESxIPV8izJUTHOSpqNclJBE61RM88t8RoxFzcR5Ekibmb_4D0ItnprcmUH6Omm61zZk__QIZRXyLYEAmnlDTFpYPv4OFbq_AoEfpo8AvU3uOgcpVswUCyXAfe5NmfD34ifl96bI42pJ_NtLqkLBQQshkusxNsciqlNuNQQV3S2fxC7991uqT7KvfLqEZQeWBuCuW3JmjtfATjfAyFTOFsUlQb7KcWsEQQZT1Hc6lbt45Lf3CgTtboTvfno1hwyZKG1gpuCapae75r0xCx9GnbGYNrCS-orUWIIx5MEw==&vjs=3&p=5&sk=&fvj=1
,0,Software Developer (Web),Zoeller Pump Company,5 years of experience employed as a full-time software developer creating Web Application using Microsoft Technologies.\_\_....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2dZiIQphTrf2vpQqOwDL9tQiJn9smFGuvtywvMKQldfEa2L4_rwagL2I4yJEii55ff4bj38Y2bkj1qMIjesfIc9sADmJAeKxj10P2QYMx2CYRGcdPdascUFVfcFq1HTdXuI9WBAYWrbSDlBmmlSxhm4tFsVjVrl7WYJSeLDL5gr2Inb15x_s7yPlNJbpUuwXd3EJuxho74TouDvK3gImWYqtrAsTq8wRSEOeG3XwvDjNt232FOLZYbI-d62v47icHgEHfYCrcj3ZDfh9ftvPDhgaoyAyHkCzT-1ewrV9PLjZkgWVHavZazdo0gsJnrV1an8M7PLy_lARqlzOanx5D4fkKyenuBnKEpZjtTIO_aoP0AvTa68UTBvaUpEl1rQKXgPtqYdOt0DMg==&vjs=3&p=1&sk=&fvj=1
,1,Senior Site Reliability Engineer,Humana,"The Senior Site Reliability Engineer maintains, integrates and implements software applications within the organization....",https://www.indeed.com/rc/clk?jk=d31ac8ee20587055&from=vj&pos=top
,1,Support Assurance Specialist- Team Lead,West Corporation,Applicant for this job will be expected to meet the following minimum qualifications:. We are at the core of a technology and communications engine that is...,https://www.indeed.com/rc/clk?jk=02cfda1e38e27227&from=vj&pos=top
,1,Programmer/Analyst - Business Intelligence,LG&E and KU Energy,"Participates in the evaluation of hardware and software technologies. Strong experience with MS SQL, Microsoft SQL Server Analysis Services (SSAS), SQL Server...",https://www.indeed.com/rc/clk?jk=de7d3a70d20c9c11&from=vj&pos=top
,1,Electrical Engineer I,Raytheon,Experience within a manufacturing environment (2 years required for the Electrical Engineer I role or 4 years required for the Electrical Engineer II role)...,https://www.indeed.com/rc/clk?jk=1cbab8cfd7a80cbb&from=vj&pos=top
,0,Programmer CNC Machinery,New Flyer of America,Create prototype and special project parts programs for nonstandard work orders as well as create parts programs using New Flyer programming software (MasterCAM...,https://www.indeed.com//company/New-Flyer-of-America/jobs/Programmer-CNC-Machinery-355cbe1aee203cab?fccid=e8e7030e40b84f94&vjs=3
,0,Field Service Technician,BEUMER,Design and execute on site acceptance test procedures with Project Manager and customer. 3+ years as Field Service Engineer experience....,https://www.indeed.com//company/BEUMER-Corporation/jobs/Field-Service-Technician-3f84657ac61f534d?fccid=2222ad26e0795099&vjs=3
,1,Technical Support Specialist,West Corporation,"If you are interested in this position and meet the minimum requirements, apply online today! Document all trouble tickets with clear, concise explanations in a...",https://www.indeed.com/rc/clk?jk=053b7f748aecc292&from=vj&pos=top
,1,Corporate IT Security Officer,Baptist Healthcare System,"If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!...",https://www.indeed.com/rc/clk?jk=d1cb8b02873859c5&from=vj&pos=top
,1,Service Desk Analyst - 2nd Shift,Marsh & McLennan Companies,"We embrace a culture that celebrates and promotes the many backgrounds, heritages and perspectives of our colleagues and clients....",https://www.indeed.com/rc/clk?jk=cad6be94ebe145e4&from=vj&pos=top
,1,Advanced Technology Executive,"Zones, Inc.","Advanced Technology Executives collaborate with Engineers, Solution Architects and Software Licensing Sales Executives to develop deep, value add technology...",https://www.indeed.com/rc/clk?jk=08b6e874a4af5152&from=vj&pos=top
,0,Senior Network Engineer,Confidential-Information Technology,"They are responsible for monitoring the network firewall, assessing the functionality of the network routers, ensuring all Internet security software is updated...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CP4ZTk6M0Ky6QsCxMFBpDWpqyxMvR2WBoveUsuy6Q691bv_ONBRhCGpVe25sdIf6xZeIby-RVJz8jQ6VX1lIFvz21PjjJSklX3hm87uoPeoSsZozMExMDMDfoDykBo6rH9ktyl9VMmZcqmEj399EiTVPtc_Qed9V-usQtrbNPk0eX7f23z-5VBjwONYhzq6EDlBLNN8A5ohoPFIhgF7C7Rs2Sgz79WH96_itCVDZ_6cX6tn0x2wiW7Vn4N61Wx5OGCuee4sOKIeVlRwCTMx1vdXza3uH3GsIQaI7uLAhxrvZfqJU5lnpqLvfCKWhRDqDl9Ccqc338A7VuSf-UYZLR2zGcPk8rqMhBlgTr_4eDNjzwM1y8Fb23gJDkiyKppmP1sWJkSuYgnSDKlqwHrj6UtQ5uOQbhP-u60lNZHoXlFxUbktGSDaqxczux4-1eBKwP55qlOl1GL3A==&vjs=3&p=2&sk=&fvj=1
,0,Software Developer (ERP & Applications),Zoeller Pump Company,Zoeller Company is seeking an experienced Software Developer to support and develop business software at its corporate headquarters and manufacturing site in...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2ckB7iTkVd_YjyV_Mi9LE-nbaoirZKD_H2zMfH6MYGoXK33ExQ_GSLthr2C0MUFTcmGtuzoHEyg0SCd8YpbS6H4Cg_knRly1ENdlm3mJeK0x0vyfw0xZ0XIoFg86i-1F-5BINWGPhFnmMKqY38K8tzm1K05IxVFDMaVyP7AXiatwSpmLST-vx2aeSGAv_JOSpf1hJZpeu8xCpPFuugTkQnhjP7wk9A03UNkX8nPg_hprOzFhkgypTO1izn3QdKuRpsamJE85ewoApkg1f-uwSQGfMFZJru2XVeIWfQhPSRYHYizSY5MjBGvCjoV8aq0U_PgUw1vY-MiD7I9NOscksV4frwLvAPAD4rBlfm-gItsNo37Ha5elFGorY57UXN6os57_qB3FQ4rlfVHFoS4xZA-bz1Ao5ko72U=&vjs=3&p=3&sk=&fvj=1
,0,Programmer Analyst,Derby Supply Chain Solutions,The qualified candidate will have strong application development experience using Microsoft Visual Studio .Net in either Visual Basic or C#....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DtgzQGvBbP_9ZAUBBkxRRhIS4Pd3g5fpvhbtnLjWeLaLss_5PhFkIaoRhiVV8Yfn5MiWKFRlsjIoN_Tk9P3-iCbDlWBytkrq14EUIXeb0hL1onBo8gs4WbN3wmqCmZAetISgjFBVdFx56WC4LPOHXz44VSje8t2gSr--haXT5qLIZtchjVnJQ15OPnEfZ5OR8JvR9UNPbqVK-Eywc_fFpBUOKq-JIruADNIxF9oLx7TY7-7mWAApoHWyRUtTLeVEvDfp6wWzYCPCRfCYAxGCB17Dn-6_t6e_uG9B4b_b9uiQQBJna42GZyS3vi4p4LDk8YP8rnNsYcjGevK774iLgqrmuztB8MuVHBofyacF2msJrViQIIGMtUU33npgEDU_PLrcWflGcyQFSrXnox-i_KEgwQe3SUb2GPsqDjpAGyTaUKXjqGifKOEDhfcQqaLU9jORPogJwraw==&vjs=3&p=4&sk=&fvj=1
,1,Software Engineer,Onco360,"Software Engineer Major Responsibilities:. Summary - This Software Engineer is responsible for analysis, design development, implementation, quality and...",https://www.indeed.com/rc/clk?jk=4a4bf34f27701090&from=vj&pos=top&spon=1
,0,Senior Software Engingeer,"Venminder, Inc.","Mentor junior software engineers. As a Senior Software Engineer at Venminder, you will join a fast-paced and talented software development team consisting of...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0B-ve_vllRfj4Fz_kiyynsS0jj45KKNRf3I9OvCNKnuSDTyVeHsk_vpaf7bdUAYlQZGjzZA6TrZe1Z3EcTeUHWMvVVjHcaBwgCg5K-cg0tO_BvubJXDuntkIKA-wiVl36slXKSuDCmj83Y_UQPctPNlqB1NkyyN2ee210RmYOLoBaFZaEDVKh7iAvb91Xr1H1RZcWBEESw2Py3KgqB7oF3yL6ZHMhewgmtvfIg753AKZpKXnwLWk0wCklGveQ28kc663hC_svVhjeB4pPTnvQ3_HC1vCq3m-ZyVNWZbBtB2sf1W5TcJgQ2VXetnj3XESx8sYXBQ8iZcj8oyASqNStv_j6i3ZW7A__4hRTsuDPLgZoEGlxoxbBgmdT3ZAx2Yb6C_lXhROsfxoCMV3Dabl0ykxpk67XnAubaRDj0OSwfJC-nyDmf8TyghmtTix2wkF6VTYSa4ZnByqyrQO1s26x4r&vjs=3&p=6&sk=&fvj=1
,0,Programmer Analyst,Derby Supply Chain Solutions,The qualified candidate will have strong application development experience using Microsoft Visual Studio .Net in either Visual Basic or C#....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DtgzQGvBbP_9ZAUBBkxRRhIS4Pd3g5fpvhbtnLjWeLaLss_5PhFkIaoRhiVV8Yfn5MiWKFRlsjIoN_Tk9P3-iCbDlWBytkrq14EUIXeb0hL1onBo8gs4WbN3wmqCmZAetISgjFBVdFx56WC4LPOHXz44VSje8t2gSeMwntcy2TowjlP_DD3UG-HTqyx4jrC8LOb-LFPrQOuViMcMVrCT9OoyaYVwFhUvDYRHtcEldgb1a2P0_7U5TlOPY8ED1mLtAFsyKZ8vXY6Ilm8NXbd7OzHDUTUgKMH3_lSYimj7l3JJj_He8lRzLPgsxDvi6Zx7YNsp2Qt-AHNPOQEGakxTx2eO3JEhL8IxBCdF7CJesSPnTGDUHFAyJCKzDuY7N34rl9Bm9JUvfrF21Gk6BcTUu4iA2B8oPjPxjL3HprINk1zkACreQk7UHnOMSPtKNqVgkCHtrnl6Z3cg==&vjs=3&p=1&sk=&fvj=1
,0,Senior Network Engineer,Confidential-Information Technology,"They are responsible for monitoring the network firewall, assessing the functionality of the network routers, ensuring all Internet security software is updated...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0CP4ZTk6M0Ky6QsCxMFBpDWpqyxMvR2WBoveUsuy6Q691bv_ONBRhCGpVe25sdIf6xZeIby-RVJz8jQ6VX1lIFvz21PjjJSklX3hm87uoPeoSsZozMExMDMDfoDykBo6rH9ktyl9VMmZcqmEj399EiTVPtc_Qed9V-n44FH-yBwoQkOBA0nAtSLJ4nlL6Qa-Ri3kRCMSNbwt5_aCw-OUO7PsW95wK_RZ7hxbK0YzeIGKe82WsFhwsHqRUkIZMt3bgnl72pTJ5PNkdCrFk71A0Hss-fmGY9ySQIs80H3YoggnO5ZDPknNVRoVfW4LLstJybZ1llJ17f5Ktvga6rjygzo0bT-Uz80dFXRpArQWNMKY6INae5UDgFQsoFwNUhGjSPDJha_W1K7s8TJv4skqCdeoQlzOggcDr5n0iQ6QrzBiU8cgVR9k2tDuqkl_GgN3Vc4q2nRxH17Gg==&vjs=3&p=2&sk=&fvj=1
,1,Lead Software Developer,Farm Credit Mid-America,A minimum of 8 years experience with demonstrated exemplary work developing software applications using most of the following technologies:....,https://www.indeed.com/rc/clk?jk=3752b06ac1936f50&from=vj&pos=top
,1,BHS PLC Programmer,Kasa Companies,"As one of the largest Industrial Controls Providers in the nation, we provide baggage handling control systems designed and programmed by qualified and...",https://www.indeed.com/rc/clk?jk=73a8fe5fadb32977&from=vj&pos=top
,1,Service Desk Analyst - Weekend Shift,Marsh & McLennan Companies,They will also have the ability to work one day during the weekend while having a day off during the week. We embrace a culture that celebrates and promotes the...,https://www.indeed.com/rc/clk?jk=fe62a4d10683f6d9&from=vj&pos=top
,1,Project Engineer,Dawn Foods,The Project Engineer will be responsible for the execution of project(s) by managing the following:. The Project Engineer may be responsible for the management...,https://www.indeed.com/rc/clk?jk=9fbce5e65cd873fb&from=vj&pos=top
,1,Senior Director,Restaurant Supply Chain Solutions,"Proficient in Microsoft Office Suite. Confirm proper direct report management of administrative processes including cost of goods planning, sourcing proposals,...",https://www.indeed.com/rc/clk?jk=ffaf0ad6f322563d&from=vj&pos=top
,1,SQL Developer,nFUZION,"Experience building SQL/ETL processes that run very efficiently on large, relational MS SQL Server databases....",https://www.indeed.com/rc/clk?jk=0f06edb1b5d8db54&from=vj&pos=top
,0,Windows Remote IT Support Engineer,YMS Associates,"Software installs and upgrades. 3 years - Enterprise Antivirus Software (Symantec, McAfee). Configure new computer hardware and software (mostly Windows based)....",https://www.indeed.com//company/YMS-Associates/jobs/Window-Remote-IT-Support-Engineer-04a879d75210225c?fccid=f2c1d5bba99ddad0&vjs=3
,1,Software Engineer,"V-Soft Consulting Group, Inc.","Experience building highly scalable software solutions. V-Soft Consulting is currently seeking a Software Engineer for our premier client in Louisville,...",https://www.indeed.com/rc/clk?jk=3dee04b2ca7e616d&from=vj&pos=top
,1,Controls Engineer,Faurecia,"PLC 5, Micrologix, Allen Bradley Drive Software, Communications Software. Minimum 5 years in PLC, Electrical and/or Controls Engineering....",https://www.indeed.com/rc/clk?jk=ae154d24ee3acb6f&from=vj&pos=top
,1,Machine Vision Engineer,"Samtec, Inc",What drives us at Samtec is the knowledge that our products enable engineers to create great things. R&D with new hardware and software related to machine...,https://www.indeed.com/rc/clk?jk=24fcad5706e3abf0&from=vj&pos=top
,0,Software Developer (Web),Zoeller Pump Company,5 years of experience employed as a full-time software developer creating Web Application using Microsoft Technologies.\_\_....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2dZiIQphTrf2vpQqOwDL9tQiJn9smFGuvtywvMKQldfEa2L4_rwagL2I4yJEii55ff4bj38Y2bkj1qMIjesfIc9Od7hsss9UOUnlZf0u4nhfYbl7MUmF1NqwzPSqJzYdDTaMe4f_XUO-DXdFebcEDDAX8Di3KYQZt1UYYS8ZJFQh1qz6XleI33MFolZPqJ4gewunlJuABdi6wDmUe-vdyibhodbE-BO-aayTKq3TxYI2ffpMxGggSj_0LNzhNAnwjXOJGEZYWDOBdg49bzO8GuplDRMRImwqqmCRMqKU_fpojNoe24tT__JhQ3QHv0LgtmhVWwobtz3PbW3ewaGm1kEQWyCnpdVeOo6akRXVZkpq9sdMc2QTBTZUNHM5QHZH2glcPpXcm8dOA==&vjs=3&p=3&sk=&fvj=1
,0,Software Developer (ERP & Applications),Zoeller Pump Company,Zoeller Company is seeking an experienced Software Developer to support and develop business software at its corporate headquarters and manufacturing site in...,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0DFunX5Qk9y2PK_Eilmstr8TalJMuo79S2qpgQfIo2sZIkK_Ntel4-8cYciRsloT2ckB7iTkVd_YjyV_Mi9LE-nbaoirZKD_H2zMfH6MYGoXK33ExQ_GSLthr2C0MUFTcmGtuzoHEyg0SCd8YpbS6H4TOzns3cP75MB806ASHiurOO0keiivo92b30OOmYQmADJ1gGrst7dgw5pLNWN601Vei942dxXUmq5FFVl9r3_n063TnETznQVzJkgdYE4xnZZgjngrH97iCn2SUQKJXjQFYeLghzf_IeDa27VYB_v2cs5B1fN88MNPLCT6M23HBqtFzUMTUP_TLYo-tjJDK9PZO0NPWpkGW8V2rj05KKKzmOmW-txgXAeOPIYua8qSj9Mu01fQjxwuzOhLjZdEBOTC8A3zAFolE7rKov1vSVz0EFbCNQxkbg7MDzZLOjKO8w4yf4Qs3zRhzDI48J5bhJ9RiqFU6j6OnY=&vjs=3&p=4&sk=&fvj=1
,0,Engineer with Electrical/ Software Design Experience (Retirees Welcome),"Amatrol, Inc.",Requirements for an electrical/ software design engineer:. Essential functions of an electrical/ software design engineer:....,https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0Ay_q9DD4FB4nia6GLBcjEGsWsq1nk6jPcPcu5LlJ-T_G7SQEg3mwVpPpAM5icNOvFsxqICxEAUl520ejnKn9wugMTskMhjSzTrUL457Ippq3k_w49dT2HSgTS4xbnZLefh6T4IfWgp4kASWEeTboQTg1DWmlqaZZYMj0gRcy-n5ip1yCSh-eQwT5qgcMM717z0ai0N-Flgm3oYUd4nThtjbS_EQyENYa4pTbgRcKfzS87RSEwyhsLfO-6qawAG6piniNA_ReH5HAX9uzOl3wccBGCq3pGy0Euzk_QGlMzq5KTpFy0DBScapss5NPiHQW8LX4jWoqLvuvdysTEDblI7zH5zXAl9NpZBLKNMu3KourIxJn4Bl1ufvKDteF_D6JjOkDyYqZvJtFtij8HvSTaMQ7rInh6Lo_UyujJxLZ7QmflY4TztltPDhIEyCi56wAMhIWOV_BDTBiV_D65NB84KZ4JAPioLT4VjtlQqkwq_mg6uOw23qEom7L3uK01fZz6-qdBMhH-IfQ==&vjs=3&p=5&sk=&fvj=1
,0,Senior Software Engingeer,"Venminder, Inc.","Mentor junior software engineers. As a Senior Software Engineer at Venminder, you will join a fast-paced and talented software development team consisting of...",https://www.indeed.com//pagead/clk?mo=r&ad=-6NYlbfkN0B-ve_vllRfj4Fz_kiyynsS0jj45KKNRf3I9OvCNKnuSDTyVeHsk_vpaf7bdUAYlQZGjzZA6TrZe1Z3EcTeUHWMvVVjHcaBwgCg5K-cg0tO_BvubJXDuntkIKA-wiVl36slXKSuDCmj83Y_UQPctPNlqB1NkyyN2ee7TBVU40zgLoFwb2figjUKWXj1wtSHtxACfjc1IcngZLvRnkg6kHRFFfobkKsPnWwC4q8D9hN4QVYprMnXbCBZKi8c_9UbXZeKsrOP0YkAREpaNc-nFMfimKEfhZGymANxY6z5AlYkqOdwGoM5sqpMs-FJv4yIwaehlTuXKsqoJV6Ovf8xGptfoYcovGx1UPJHQ5W2mcCE9dj3H8P_uG86qKAgMwlwhIXeIBiZ9kPkIswdB7XH7E1fmRM0JnSVDCsrep_Qv0hMt0uNbX52jE2jbOmnPkit8Y20OIq0e0lEPyuskad0pegX&vjs=3&p=6&sk=&fvj=1
,1,Software Engineer,Onco360,"Software Engineer Major Responsibilities:. Summary - This Software Engineer is responsible for analysis, design development, implementation, quality and...",https://www.indeed.com/rc/clk?jk=4a4bf34f27701090&from=vj&pos=top&spon=1
